env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
40000,-429.5885,617.0,,,,,,,,,,,,,
40500,,,,,,0.5381,0.7415,0.186,-1138.4021,40.338,0.1356,-0.3632,1194.98,24487.3574,28.0796
40963,,,1000,-1143.6925,62.1905,,,,,,,,,,
41000,,,,,,0.5447,0.7361,0.1858,-1157.8544,41.8373,0.1395,-0.3754,935.9669,16996.334,24.8533
41500,,,,,,0.5491,0.7367,0.1885,-1109.2063,46.8952,0.1412,-0.3706,1016.5485,23349.8262,27.4077
41963,,,1000,-1316.122,75.3128,,,,,,,,,,
42000,,,,,,0.5433,0.7415,0.184,-1095.3192,46.8819,0.1401,-0.3652,849.6104,15445.1279,16.8985
42207,,,244,-278.9225,75.4366,,,,,,,,,,
42239,,,32,-32.6399,75.5222,,,,,,,,,,
42261,,,22,-17.3258,69.5472,,,,,,,,,,
42500,,,,,,0.5435,0.7355,0.1919,-1080.2712,46.7783,0.1349,-0.3659,1116.177,23518.1738,30.3626
43000,,,,,,0.5438,0.7283,0.1908,-1076.3835,43.495,0.1355,-0.3727,726.2982,15528.6572,22.9137
43261,,,1000,-1136.1582,74.6391,,,,,,,,,,
43500,,,,,,0.5405,0.7341,0.1881,-1085.2327,45.078,0.1362,-0.3713,811.6111,22130.3945,22.1621
44000,,,,,,0.5369,0.736,0.1782,-1045.3645,34.7467,0.1396,-0.36,813.2089,18249.7285,21.4434
44261,,,1000,-860.6254,74.4366,,,,,,,,,,
44500,,,,,,0.5375,0.7337,0.1803,-1058.4485,36.1672,0.1392,-0.3527,746.804,13725.6699,19.5498
45000,,,,,,0.531,0.7309,0.1749,-1052.0806,40.7932,0.1383,-0.3506,569.4174,13527.3076,21.4172
45000,-196.6358,237.4,,,,,,,,,,,,,
45261,,,1000,-1037.2354,69.8599,,,,,,,,,,
45279,,,18,-20.9587,76.8531,,,,,,,,,,
45316,,,37,-4.5401,77.7529,,,,,,,,,,
45344,,,28,-31.3413,77.5092,,,,,,,,,,
45467,,,123,-106.0832,77.3561,,,,,,,,,,
45500,,,,,,0.5369,0.7406,0.1792,-1025.3126,30.1058,0.1401,-0.3446,1621.4041,35965.7383,22.4974
45534,,,67,-83.5691,77.1,,,,,,,,,,
46000,,,,,,0.5475,0.7369,0.1991,-1036.8722,39.5866,0.1322,-0.3841,783.2827,16653.5234,21.375
46500,,,,,,0.5374,0.7396,0.1861,-1000.8264,33.0642,0.1349,-0.3655,837.6169,20906.9863,23.4765
46534,,,1000,-955.2471,76.4202,,,,,,,,,,
46596,,,62,-92.7821,75.3075,,,,,,,,,,
46609,,,13,-7.5479,75.8801,,,,,,,,,,
46648,,,39,-46.9867,75.4128,,,,,,,,,,
46703,,,55,-35.8844,75.7586,,,,,,,,,,
47000,,,,,,0.5479,0.7349,0.1869,-1007.7944,33.437,0.1417,-0.3624,489.5981,14355.6758,17.4068
47500,,,,,,0.5401,0.735,0.1813,-956.5493,37.8433,0.1411,-0.352,625.6732,14399.9053,22.7356
47703,,,1000,-950.879,76.3447,,,,,,,,,,
47715,,,12,-5.5692,76.4211,,,,,,,,,,
47780,,,65,-95.7101,77.0802,,,,,,,,,,
48000,,,,,,0.5286,0.7481,0.1814,-975.3305,30.6416,0.1329,-0.3691,851.8544,18678.6543,19.9024
48500,,,,,,0.5323,0.7324,0.1792,-934.8613,43.1295,0.1358,-0.3556,438.3714,12988.6777,17.0311
48780,,,1000,-964.0158,77.0675,,,,,,,,,,
